zone_id,localite,region,latitude,longitude,altitude_m,pente_pct,distance_plan_eau_m,type_sol,occupation_sol,taux_impermeabilisation_pct,densite_pop_hab_km2,reseau_assainissement,profondeur_nappe_m,nb_inondations_2005_2014,annee,pluie_max_24h_mm,pluie_max_72h_mm,nb_jours_pluie,cumul_pluie_hivernage_mm,hauteur_crue_fleuve_m,is_riverain,indice_pluie_impermeabilisation,log_distance_plan_eau,zone_basse,assainissement_score,historique_frequence,probabilite_inondation,niveau_risque,facteur_dominant,facteur_dominant_label
Z0086,Malika,Dakar,14.797,-17.3419,0.5,0.62,165,Hydromorphe,Zone humide (Niayes/bas-fond),9.9,165,Aucun,0.5,7,2025,120.0,192.0,28.8,450.08000000000004,0.0,0,11.88,5.111987788356544,1,0,0.7,0.9978695236198496,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0087,Malika,Dakar,14.79645,-17.33342,5.5,0.09,141,Sableux,Urbain dense,91.6,16593,Partiel,3.5,3,2025,120.0,192.0,32.7,454.35,0.0,0,109.92,4.955827057601261,0,1,0.3,0.9650917972468254,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0088,Malika,Dakar,14.7707,-17.32613,3.7,0.31,73,Latéritique,Urbain lâche,65.0,6947,Aucun,2.4,7,2025,120.0,192.0,32.4,450.15,0.0,0,78.0,4.30406509320417,1,0,0.7,0.9983653405075782,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0089,Malika,Dakar,14.785,-17.33654,2.9,0.61,1065,Latéritique,Urbain lâche,50.7,8266,Partiel,2.1,2,2025,120.0,192.0,29.9,430.06000000000006,0.0,0,60.84,6.97166860472579,1,1,0.2,0.9723020509619682,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0090,Malika,Dakar,14.76961,-17.32527,6.6,0.87,334,Argilo-sableux,Urbain dense,98.0,11336,Aucun,2.1,4,2025,120.0,192.0,34.9,451.76000000000005,0.0,0,117.6,5.814130531825066,0,0,0.4,0.977355266253301,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0091,Malika,Dakar,14.79606,-17.34449,5.3,1.1,155,Hydromorphe,Urbain dense,82.0,17599,Aucun,4.0,10,2025,120.0,192.0,35.2,492.71000000000004,0.0,0,98.4,5.049856007249537,0,0,1.0,0.9978873567778163,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0092,Malika,Dakar,14.79835,-17.33308,1.8,0.99,586,Hydromorphe,Zone humide (Niayes/bas-fond),26.9,211,Aucun,1.0,8,2025,120.0,192.0,35.6,520.6600000000001,0.0,0,32.28,6.375024819828097,1,0,0.8,0.9981600945611467,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0093,Malika,Dakar,14.8049,-17.33338,1.8,0.26,324,Sableux,Urbain lâche,39.7,8086,Aucun,2.1,2,2025,120.0,192.0,29.4,421.78000000000003,0.0,0,47.64,5.783825182329737,1,0,0.2,0.9835908742374269,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0094,Jaxaay,Dakar,14.76716,-17.23616,7.7,0.65,1121,Hydromorphe,Zone humide (Niayes/bas-fond),29.5,106,Partiel,2.1,2,2025,120.0,192.0,33.4,462.96999999999997,0.0,0,35.4,7.022868086082641,1,1,0.2,0.9735484389311007,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0095,Jaxaay,Dakar,14.78096,-17.22172,14.7,0.68,963,Hydromorphe,Végétation naturelle,0.0,542,Aucun,4.9,1,2025,120.0,192.0,31.3,456.86,0.0,0,0.0,6.871091294610546,0,0,0.1,0.8599314603781049,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0096,Jaxaay,Dakar,14.80009,-17.23251,5.5,2.89,399,Hydromorphe,Zone humide (Niayes/bas-fond),27.2,116,Partiel,1.2,3,2025,120.0,192.0,29.6,413.15,0.0,0,32.64,5.991464547107982,1,1,0.3,0.9792596082280662,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0097,Jaxaay,Dakar,14.79005,-17.21972,21.6,0.09,4378,Hydromorphe,Végétation naturelle,13.7,263,Partiel,4.3,0,2025,120.0,192.0,29.3,433.71999999999997,0.0,0,16.44,8.384575666801398,0,1,0.0,0.6473763938583919,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0098,Jaxaay,Dakar,14.77263,-17.2305,8.1,1.13,853,Sableux,Urbain lâche,25.2,2900,Partiel,2.1,0,2025,120.0,192.0,28.2,427.21999999999997,0.0,0,30.24,6.74993119378857,1,1,0.0,0.8971869770560592,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0099,Jaxaay,Dakar,14.77769,-17.23491,14.7,0.88,2620,Sableux,Urbain lâche,45.8,6663,Aucun,3.9,0,2025,120.0,192.0,32.5,475.18,0.0,0,54.96,7.8713112033234065,0,0,0.0,0.8596339300053198,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0100,Jaxaay,Dakar,14.76893,-17.22383,12.1,0.57,887,Hydromorphe,Urbain dense,66.1,15371,Aucun,4.5,2,2025,120.0,192.0,28.8,385.81,0.0,0,79.32,6.78897174299217,0,0,0.2,0.9440155725140321,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0101,Jaxaay,Dakar,14.78041,-17.23165,22.2,0.41,2127,Hydromorphe,Zone humide (Niayes/bas-fond),13.9,109,Partiel,0.2,0,2025,120.0,192.0,30.3,468.15,0.0,0,16.68,7.662937850461535,0,1,0.0,0.8406116494542415,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0102,Jaxaay,Dakar,14.7786,-17.23854,8.0,0.11,759,Hydromorphe,Urbain dense,81.0,23966,Partiel,1.7,9,2025,120.0,192.0,29.5,438.51000000000005,0.0,0,97.2,6.633318433280377,1,1,0.9,0.9977255871020283,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0103,Rufisque,Dakar,14.71686,-17.2484,10.4,0.27,646,Sableux,Urbain dense,98.0,14540,Partiel,3.3,1,2025,120.0,192.0,30.6,415.61,0.0,0,117.6,6.472346294500901,0,1,0.1,0.901150951028345,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0104,Rufisque,Dakar,14.73616,-17.26163,4.0,0.59,1311,Hydromorphe,Urbain dense,94.6,16709,Partiel,2.8,8,2025,120.0,192.0,29.9,449.32,0.0,0,113.52,7.179307969504034,1,1,0.8,0.9959048755392873,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0105,Rufisque,Dakar,14.73277,-17.2631,5.9,0.21,1930,Sableux,Urbain lâche,44.0,2332,Complet,3.9,0,2025,120.0,192.0,36.0,492.66999999999996,0.0,0,52.8,7.565793282428515,1,2,0.0,0.8091089352717515,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0106,Rufisque,Dakar,14.69455,-17.26879,6.4,0.93,799,Sableux,Urbain dense,64.6,32847,Aucun,3.1,1,2025,120.0,192.0,27.6,408.90999999999997,0.0,0,77.52,6.684611727667927,1,0,0.1,0.9743052617466186,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0107,Rufisque,Dakar,14.72644,-17.26822,12.1,0.09,670,Sableux,Urbain dense,70.2,28017,Aucun,5.5,1,2025,120.0,192.0,29.7,445.4,0.0,0,84.24,6.508769136971682,0,0,0.1,0.9446077315354507,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0108,Rufisque,Dakar,14.71863,-17.26058,14.4,0.89,1261,Hydromorphe,Urbain dense,88.5,9764,Complet,4.4,0,2025,120.0,192.0,30.3,432.09,0.0,0,106.2,7.140453043101158,0,2,0.0,0.6717475291101833,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0109,Rufisque,Dakar,14.71434,-17.28233,15.5,1.41,2093,Sableux,Végétation naturelle,9.1,251,Aucun,4.8,1,2025,120.0,192.0,41.1,557.3199999999999,0.0,0,10.92,7.646831391430482,0,0,0.1,0.7836776501546161,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0110,Rufisque,Dakar,14.70813,-17.2962,10.4,1.01,1269,Hydromorphe,Zone humide (Niayes/bas-fond),18.4,234,Aucun,1.3,2,2025,120.0,192.0,29.8,437.06000000000006,0.0,0,22.08,7.146772179452637,0,0,0.2,0.9572459696478505,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0111,Rufisque,Dakar,14.72642,-17.24225,6.7,0.19,1308,Sableux,Urbain dense,91.2,21458,Partiel,3.7,1,2025,120.0,192.0,32.7,481.68999999999994,0.0,0,109.44,7.1770187659099,1,1,0.1,0.9537512549099638,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0112,Rufisque,Dakar,14.7172,-17.27428,13.4,0.35,466,Sableux,Urbain dense,83.7,27271,Complet,3.7,0,2025,120.0,192.0,35.5,510.43999999999994,0.0,0,100.44,6.1463292576688975,0,2,0.0,0.7922287395974139,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0113,Bargny,Dakar,14.73555,-17.23852,10.7,0.11,297,Hydromorphe,Urbain lâche,45.7,2721,Complet,4.8,1,2025,120.0,192.0,31.0,435.34,0.0,0,54.84,5.697093486505405,0,2,0.1,0.8455144451776363,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0114,Bargny,Dakar,14.70073,-17.23962,5.3,1.18,108,Sableux,Urbain lâche,42.2,4779,Aucun,3.3,3,2025,120.0,192.0,28.2,442.75,0.0,0,50.64,4.6913478822291435,1,0,0.3,0.9873867077509219,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0115,Bargny,Dakar,14.70544,-17.22221,10.7,0.1,806,Argileux,Urbain dense,86.1,15264,Aucun,5.2,1,2025,120.0,192.0,28.2,437.36,0.0,0,103.32,6.693323668269949,0,0,0.1,0.9453016296484719,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0116,Bargny,Dakar,14.70282,-17.22198,13.9,0.81,97,Sableux,Urbain lâche,40.6,2542,Complet,4.1,0,2025,120.0,192.0,33.2,468.81000000000006,0.0,0,48.72,4.584967478670572,0,2,0.0,0.7541772658230244,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0117,Bargny,Dakar,14.68992,-17.23425,10.7,0.63,498,Latéritique,Urbain lâche,67.1,8525,Complet,3.6,2,2025,120.0,192.0,30.2,432.11,0.0,0,80.52,6.212606095751519,0,2,0.2,0.8986836072103258,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0118,Bargny,Dakar,14.69115,-17.24468,1.8,0.27,584,Sableux,Végétation naturelle,5.2,372,Partiel,3.7,0,2025,120.0,192.0,30.1,410.16,0.0,0,6.24,6.371611847231857,1,1,0.0,0.8753065614298402,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0119,Bargny,Dakar,14.6942,-17.2432,10.9,0.31,477,Argilo-sableux,Agricole,31.1,165,Partiel,3.0,1,2025,120.0,192.0,33.6,458.88,0.0,0,37.32,6.169610732491456,0,1,0.1,0.9059130197163343,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0120,Bargny,Dakar,14.69562,-17.22149,9.4,0.68,1876,Hydromorphe,Urbain dense,74.5,13167,Partiel,2.5,0,2025,120.0,192.0,21.3,347.53000000000003,0.0,0,89.4,7.537430036586509,1,1,0.0,0.9085771805856131,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0121,Bargny,Dakar,14.7118,-17.22107,12.9,0.45,2136,Sableux,Urbain dense,80.8,16357,Aucun,4.0,3,2025,120.0,192.0,31.5,423.21000000000004,0.0,0,96.96,7.667158255319148,0,0,0.3,0.945225941994176,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0122,Bargny,Dakar,14.68817,-17.23784,12.2,2.25,757,Argilo-sableux,Urbain dense,71.9,13553,Aucun,4.7,0,2025,120.0,192.0,32.6,459.26000000000005,0.0,0,86.28,6.630683385642372,0,0,0.0,0.8488371744277956,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0123,Bargny,Dakar,14.69114,-17.24875,9.4,0.3,535,Hydromorphe,Zone humide (Niayes/bas-fond),35.6,353,Partiel,2.5,2,2025,120.0,192.0,24.9,361.84000000000003,0.0,0,42.72,6.284134161070802,1,1,0.2,0.9797045057784521,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0124,Bargny,Dakar,14.7104,-17.23034,10.1,0.89,521,Argileux,Urbain lâche,46.2,5843,Aucun,2.9,1,2025,120.0,192.0,35.6,486.01000000000005,0.0,0,55.44,6.257667587882639,1,0,0.1,0.9753912879177522,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0125,Bargny,Dakar,14.70054,-17.22867,16.6,0.66,139,Argilo-sableux,Urbain dense,72.2,21618,Partiel,4.8,1,2025,120.0,192.0,27.4,388.04,0.0,0,86.64,4.941642422609304,0,1,0.1,0.9152399896665722,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0126,Dakar-Plateau,Dakar,14.67052,-17.43143,21.0,0.3,1656,Hydromorphe,Zone humide (Niayes/bas-fond),37.2,253,Complet,3.5,0,2025,120.0,192.0,30.5,464.02,0.0,0,44.64,7.4127640174265625,0,2,0.0,0.7606874041486219,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0127,Dakar-Plateau,Dakar,14.66946,-17.43927,6.3,1.42,787,Hydromorphe,Zone humide (Niayes/bas-fond),8.5,244,Partiel,1.6,0,2025,120.0,192.0,29.4,440.68999999999994,0.0,0,10.2,6.669498089857879,1,1,0.0,0.9390731995713393,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0128,Dakar-Plateau,Dakar,14.64892,-17.43605,25.3,0.26,1169,Sableux,Urbain dense,83.7,11754,Complet,3.5,0,2025,120.0,192.0,37.6,518.26,0.0,0,100.44,7.064759027791802,0,2,0.0,0.6016793623597301,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0129,Dakar-Plateau,Dakar,14.6858,-17.41935,13.8,2.37,2316,Latéritique,Urbain lâche,62.8,11997,Complet,3.8,0,2025,120.0,192.0,27.4,423.01000000000005,0.0,0,75.36,7.748028524432376,1,2,0.0,0.8330087758884768,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0130,Dakar-Plateau,Dakar,14.68289,-17.45114,11.1,0.18,1074,Hydromorphe,Urbain dense,92.7,15095,Complet,4.7,0,2025,120.0,192.0,26.9,394.64,0.0,0,111.24,6.980075940561763,1,2,0.0,0.86914747527204,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0131,Dakar-Plateau,Dakar,14.66856,-17.4521,23.8,2.2,1258,Argileux,Urbain dense,85.7,8977,Complet,8.3,0,2025,120.0,192.0,31.0,427.81000000000006,0.0,0,102.84,7.138073034044347,0,2,0.0,0.5700594752723249,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0132,Dakar-Plateau,Dakar,14.66194,-17.44092,21.7,3.48,1270,Sableux,Urbain dense,79.0,24471,Complet,4.9,0,2025,120.0,192.0,35.0,506.71000000000004,0.0,0,94.8,7.147559271189454,0,2,0.0,0.5768760581016791,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0133,Dakar-Plateau,Dakar,14.65159,-17.45065,21.0,0.25,1692,Sableux,Urbain dense,98.0,22599,Complet,5.9,0,2025,120.0,192.0,26.2,396.3,0.0,0,117.6,7.4342573821331355,0,2,0.0,0.7046225875825155,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0134,Dakar-Plateau,Dakar,14.66342,-17.44149,21.1,1.69,2455,Sableux,Urbain dense,74.8,12247,Partiel,7.5,0,2025,120.0,192.0,33.8,450.48999999999995,0.0,0,89.76,7.806289289267033,0,1,0.0,0.6787987694260288,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0135,Médina,Dakar,14.68164,-17.43602,5.8,0.48,669,Hydromorphe,Urbain dense,82.9,8468,Partiel,3.3,4,2025,120.0,192.0,26.7,412.03000000000003,0.0,0,99.48,6.507277712385012,1,1,0.4,0.9805302856168213,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0136,Médina,Dakar,14.67527,-17.44466,12.8,0.73,4812,Argileux,Végétation naturelle,16.1,277,Partiel,5.5,1,2025,120.0,192.0,32.8,479.13,0.0,0,19.320000000000004,8.47907586930311,0,1,0.1,0.7297779907386843,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0137,Médina,Dakar,14.66695,-17.4439,17.1,1.36,376,Hydromorphe,Zone humide (Niayes/bas-fond),37.6,200,Complet,3.2,1,2025,120.0,192.0,30.4,404.77,0.0,0,45.12,5.932245187448011,0,2,0.1,0.8512976115678192,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0138,Médina,Dakar,14.70647,-17.45959,14.0,1.38,569,Hydromorphe,Urbain dense,83.0,22648,Aucun,2.4,2,2025,120.0,192.0,29.4,409.5,0.0,0,99.6,6.345636360828596,0,0,0.2,0.9609717209302181,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0139,Médina,Dakar,14.6899,-17.45522,19.9,0.2,1019,Hydromorphe,Zone humide (Niayes/bas-fond),36.1,136,Complet,1.7,0,2025,120.0,192.0,26.6,396.76,0.0,0,43.32,6.927557906278317,0,2,0.0,0.7894816684676044,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0140,Médina,Dakar,14.68781,-17.45632,10.9,0.55,2822,Sableux,Végétation naturelle,0.0,566,Complet,2.9,0,2025,120.0,192.0,31.1,442.62,0.0,0,0.0,7.945555428253489,1,2,0.0,0.6104501064264407,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0141,Médina,Dakar,14.67266,-17.4657,12.2,1.46,800,Sableux,Urbain dense,83.9,33010,Partiel,5.1,0,2025,120.0,192.0,28.7,422.12,0.0,0,100.68,6.68586094706836,1,1,0.0,0.9433705107011902,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0142,Médina,Dakar,14.68707,-17.45621,12.7,0.46,539,Hydromorphe,Urbain lâche,63.6,8781,Complet,4.4,1,2025,120.0,192.0,34.8,467.91,0.0,0,76.32,6.29156913955832,1,2,0.1,0.931456518505356,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0143,Médina,Dakar,14.69841,-17.46542,19.4,0.58,2297,Hydromorphe,Urbain dense,86.0,10651,Complet,5.2,0,2025,120.0,192.0,34.4,466.57,0.0,0,103.2,7.739794458408701,0,2,0.0,0.6203263114038858,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0144,Grand Yoff,Dakar,14.73204,-17.45446,21.3,0.68,2815,Argileux,Urbain dense,75.3,23287,Aucun,3.8,1,2025,120.0,192.0,30.7,444.35,0.0,0,90.36,7.943072717277933,0,0,0.1,0.9148398489213518,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0145,Grand Yoff,Dakar,14.73424,-17.46499,16.4,0.66,750,Sableux,Urbain lâche,58.0,5150,Partiel,6.1,0,2025,120.0,192.0,32.2,480.37,0.0,0,69.6,6.621405651764134,0,1,0.0,0.8508756185994298,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0146,Grand Yoff,Dakar,14.76824,-17.47781,9.0,0.11,1919,Hydromorphe,Zone humide (Niayes/bas-fond),25.4,368,Complet,2.4,0,2025,120.0,192.0,35.5,493.14,0.0,0,30.48,7.560080465021827,1,2,0.0,0.8794572052125742,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0147,Grand Yoff,Dakar,14.73194,-17.47609,26.9,0.95,856,Hydromorphe,Agricole,19.4,125,Complet,6.3,0,2025,120.0,192.0,32.8,459.41999999999996,0.0,0,23.28,6.75343791859778,0,2,0.0,0.6566838671495376,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0148,Grand Yoff,Dakar,14.73059,-17.4777,13.9,0.51,1279,Hydromorphe,Agricole,17.9,197,Aucun,3.8,1,2025,120.0,192.0,25.1,366.34000000000003,0.0,0,21.48,7.154615356913663,0,0,0.1,0.9239858781176594,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0149,Grand Yoff,Dakar,14.73215,-17.46616,4.3,0.3,2214,Sableux,Végétation naturelle,9.8,111,Complet,2.1,0,2025,120.0,192.0,29.6,422.52,0.0,0,11.76,7.703007682479236,1,2,0.0,0.6852561746889154,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0150,Grand Yoff,Dakar,14.72536,-17.4644,9.1,1.71,1311,Argileux,Urbain lâche,46.2,6997,Complet,3.9,0,2025,120.0,192.0,28.6,400.64,0.0,0,55.44,7.179307969504034,1,2,0.0,0.8492975712212747,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0151,Grand Yoff,Dakar,14.73892,-17.4665,15.7,0.31,2777,Sableux,Urbain lâche,50.6,13283,Partiel,4.6,0,2025,120.0,192.0,33.4,472.75,0.0,0,60.72,7.9294865233142895,0,1,0.0,0.8369619127216644,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0152,Grand Yoff,Dakar,14.7194,-17.47307,23.3,1.04,1874,Argileux,Urbain lâche,60.4,3418,Partiel,6.0,0,2025,120.0,192.0,29.5,428.00999999999993,0.0,0,72.48,7.536363938404511,0,1,0.0,0.8276131548140473,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0153,Grand Yoff,Dakar,14.70957,-17.45297,8.0,1.38,591,Sableux,Urbain dense,80.2,12585,Complet,3.5,0,2025,120.0,192.0,36.2,509.68999999999994,0.0,0,96.24,6.3835066348840055,1,2,0.0,0.809750800392185,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0154,Grand Yoff,Dakar,14.70614,-17.4644,3.7,0.26,692,Argilo-sableux,Urbain lâche,53.7,3142,Partiel,2.2,2,2025,120.0,192.0,36.8,495.89,0.0,0,64.44,6.541029999189903,1,1,0.2,0.9686357269522587,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0155,Grand Yoff,Dakar,14.7435,-17.4662,18.8,0.49,2224,Sableux,Urbain lâche,39.6,2119,Partiel,6.1,0,2025,120.0,192.0,32.3,448.32,0.0,0,47.52,7.707512194600341,0,1,0.0,0.7566726087171285,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0156,Grand Yoff,Dakar,14.74519,-17.45574,9.3,0.12,2542,Sableux,Urbain dense,71.8,12980,Partiel,2.7,2,2025,120.0,192.0,29.7,435.87,0.0,0,86.16,7.841099765422119,1,1,0.2,0.9345049009727976,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0157,Grand Yoff,Dakar,14.7282,-17.47032,6.4,1.31,2224,Sableux,Urbain dense,60.1,34964,Partiel,2.5,2,2025,120.0,192.0,30.0,418.73,0.0,0,72.12,7.707512194600341,1,1,0.2,0.9596139966985313,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0158,Parcelles Assainies,Dakar,14.76157,-17.42324,20.8,0.3,1237,Argilo-sableux,Végétation naturelle,2.8,286,Aucun,8.0,0,2025,120.0,192.0,32.4,476.95,0.0,0,3.36,7.121252453244542,0,0,0.0,0.7600647847448582,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0159,Parcelles Assainies,Dakar,14.76218,-17.44181,10.8,0.22,983,Latéritique,Urbain dense,81.1,12347,Partiel,5.6,1,2025,120.0,192.0,30.1,443.03999999999996,0.0,0,97.32,6.891625897052253,1,1,0.1,0.9417566016115313,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0160,Parcelles Assainies,Dakar,14.7896,-17.4278,10.4,0.06,993,Argilo-sableux,Urbain dense,93.6,26197,Inconnu,2.8,1,2025,120.0,192.0,33.2,475.03000000000003,0.0,0,112.32,6.901737206656574,1,1,0.1,0.9267992993464625,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0161,Parcelles Assainies,Dakar,14.76351,-17.41666,13.3,2.79,2660,Argilo-sableux,Urbain dense,87.6,10720,Partiel,4.6,0,2025,120.0,192.0,29.3,400.21,0.0,0,105.12,7.886457270977689,0,1,0.0,0.6990247199268721,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0162,Parcelles Assainies,Dakar,14.75642,-17.43541,7.3,1.46,1831,Argilo-sableux,Agricole,4.9,111,Aucun,4.2,0,2025,120.0,192.0,28.1,423.53000000000003,0.0,0,5.88,7.513163545234075,1,0,0.0,0.9196092299720977,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0163,Parcelles Assainies,Dakar,14.75767,-17.45147,11.3,1.22,3217,Sableux,Végétation naturelle,2.7,276,Complet,3.9,0,2025,120.0,192.0,31.4,470.25,0.0,0,3.24,8.076515327552329,1,2,0.0,0.5749123761372428,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0164,Parcelles Assainies,Dakar,14.75308,-17.42966,15.8,4.06,1465,Hydromorphe,Zone humide (Niayes/bas-fond),20.5,205,Partiel,1.7,0,2025,120.0,192.0,26.1,388.84000000000003,0.0,0,24.6,7.290292882446597,0,1,0.0,0.7958426998816804,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0165,Parcelles Assainies,Dakar,14.77052,-17.44417,3.2,1.39,579,Argileux,Végétation naturelle,15.2,363,Complet,2.8,0,2025,120.0,192.0,29.0,414.84,0.0,0,18.24,6.363028103540465,1,2,0.0,0.7902812487251544,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0166,Parcelles Assainies,Dakar,14.77096,-17.46583,12.0,0.22,653,Argilo-sableux,Urbain dense,82.0,21914,Aucun,5.0,1,2025,120.0,192.0,35.7,487.27,0.0,0,98.4,6.483107351457199,0,0,0.1,0.9419766779141976,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0167,Parcelles Assainies,Dakar,14.78546,-17.41686,11.8,0.77,2373,Argilo-sableux,Urbain lâche,42.4,9156,Complet,2.6,0,2025,120.0,192.0,36.2,487.25,0.0,0,50.88,7.772331575169614,0,2,0.0,0.669575246327857,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0168,Parcelles Assainies,Dakar,14.76255,-17.45381,20.2,0.07,1168,Hydromorphe,Urbain dense,86.7,21481,Complet,4.1,1,2025,120.0,192.0,29.7,427.76000000000005,0.0,0,104.04,7.063903961472068,0,2,0.1,0.8129926243642391,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0169,Ouakam,Dakar,14.71628,-17.48794,23.4,3.05,2625,Argileux,Urbain lâche,41.1,7508,Aucun,4.4,0,2025,120.0,192.0,30.5,423.86,0.0,0,49.32,7.873217054862741,0,0,0.0,0.828632531383084,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0170,Ouakam,Dakar,14.69987,-17.49436,34.4,0.69,418,Latéritique,Agricole,14.2,200,Complet,7.8,0,2025,120.0,192.0,27.8,425.4,0.0,0,17.04,6.037870919922137,0,2,0.0,0.6432064884691497,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0171,Ouakam,Dakar,14.73221,-17.47891,23.1,0.12,3172,Hydromorphe,Urbain dense,91.4,7274,Inconnu,7.7,0,2025,120.0,192.0,28.4,392.0,0.0,0,109.68,8.062432791583195,0,1,0.0,0.5932772540956671,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0172,Ouakam,Dakar,14.72291,-17.506,43.1,3.99,2016,Hydromorphe,Urbain dense,63.1,30098,Partiel,8.9,0,2025,120.0,192.0,30.5,468.33000000000004,0.0,0,75.72,7.6093665379542115,0,1,0.0,0.689325715744834,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
