zone_id,annee,cumul_pluie_hivernage_mm,nb_jours_pluie,pluie_max_24h_mm,pluie_max_72h_mm,hauteur_crue_fleuve_m,inondation,duree_submersion_jours,is_riverain
Z0048,2021,296.1,26,10.0,19.6,,0,0,0
Z0048,2022,574.2,38,25.8,56.5,,1,18,0
Z0048,2023,246.1,18,10.0,16.5,,0,0,0
Z0048,2024,683.9,44,66.2,126.0,,1,9,0
Z0049,2015,461.7,31,21.7,32.0,,0,0,0
Z0049,2016,374.5,25,14.9,24.5,,0,0,0
Z0049,2017,579.5,49,29.5,35.5,,0,0,0
Z0049,2018,427.4,38,24.0,46.1,,0,0,0
Z0049,2019,496.8,37,17.3,25.3,,0,0,0
Z0049,2020,344.5,25,10.0,19.6,,0,0,0
Z0049,2021,414.8,29,29.4,45.0,,0,0,0
Z0049,2022,522.6,37,25.6,43.9,,0,0,0
Z0049,2023,367.6,31,29.3,37.7,,0,0,0
Z0049,2024,375.9,25,17.7,29.4,,0,0,0
Z0050,2015,376.9,26,18.3,32.8,,0,0,0
Z0050,2016,278.3,17,18.3,39.7,,1,4,0
Z0050,2017,328.0,20,20.3,43.0,,0,0,0
Z0050,2018,412.1,34,10.0,20.0,,0,0,0
Z0050,2019,407.0,30,13.8,29.7,,0,0,0
Z0050,2020,588.4,36,89.1,130.1,,1,10,0
Z0050,2021,374.4,32,21.8,30.0,,0,0,0
Z0050,2022,264.9,17,13.7,28.8,,0,0,0
Z0050,2023,617.8,42,31.9,47.1,,0,0,0
Z0050,2024,690.3,44,35.4,55.6,,0,0,0
Z0051,2015,381.7,36,34.8,44.5,,0,0,0
Z0051,2016,424.0,29,34.9,62.4,,0,0,0
Z0051,2017,424.0,31,19.8,38.7,,1,8,0
Z0051,2018,648.7,50,20.6,37.3,,0,0,0
Z0051,2019,247.4,13,10.0,21.0,,0,0,0
Z0051,2020,652.6,52,21.7,30.1,,0,0,0
Z0051,2021,312.2,21,12.5,24.8,,0,0,0
Z0051,2022,555.0,37,10.0,17.2,,0,0,0
Z0051,2023,472.7,29,29.3,56.9,,0,0,0
Z0051,2024,335.2,25,10.0,14.5,,0,0,0
Z0052,2015,470.9,39,16.6,36.1,,1,2,0
Z0052,2016,479.0,38,12.1,17.0,,0,0,0
Z0052,2017,490.3,36,10.6,16.0,,0,0,0
Z0052,2018,368.9,23,37.6,69.5,,0,0,0
Z0052,2019,492.5,31,37.2,61.3,,0,0,0
Z0052,2020,440.2,35,17.7,23.1,,0,0,0
Z0052,2021,440.1,33,31.9,69.1,,0,0,0
Z0052,2022,591.9,41,18.8,26.5,,0,0,0
Z0052,2023,515.1,34,18.0,34.5,,0,0,0
Z0052,2024,481.7,31,34.0,59.6,,0,0,0
Z0053,2015,357.1,24,10.0,16.7,,0,0,0
Z0053,2016,466.2,34,20.3,30.0,,0,0,0
Z0053,2017,485.2,34,33.3,40.7,,0,0,0
Z0053,2018,359.1,24,31.8,57.5,,0,0,0
Z0053,2019,252.9,20,17.9,29.2,,0,0,0
Z0053,2020,647.7,53,45.1,93.3,,1,15,0
Z0053,2021,368.6,18,10.0,14.3,,0,0,0
Z0053,2022,557.7,41,44.1,85.1,,0,0,0
Z0053,2023,391.0,29,31.1,52.6,,0,0,0
Z0053,2024,663.3,44,88.5,177.2,,1,1,0
Z0054,2015,477.9,33,21.5,31.5,,0,0,0
Z0054,2016,359.9,20,17.3,36.4,,0,0,0
Z0054,2017,458.8,34,18.6,39.4,,0,0,0
Z0054,2018,471.4,39,18.4,32.6,,0,0,0
Z0054,2019,416.2,28,22.7,49.2,,0,0,0
Z0054,2020,504.4,40,10.0,16.4,,0,0,0
Z0054,2021,443.3,26,36.6,68.5,,1,9,0
Z0054,2022,469.4,35,20.2,40.1,,0,0,0
Z0054,2023,298.4,18,10.0,13.5,,0,0,0
Z0054,2024,499.1,34,15.7,21.0,,0,0,0
Z0055,2015,358.0,29,13.5,18.3,,0,0,0
Z0055,2016,337.9,22,23.8,50.6,,0,0,0
Z0055,2017,332.4,23,11.8,20.0,,0,0,0
Z0055,2018,562.7,41,13.0,27.6,,1,8,0
Z0055,2019,463.0,30,39.1,69.1,,0,0,0
Z0055,2020,425.6,31,29.8,45.3,,0,0,0
Z0055,2021,189.8,10,10.0,20.8,,0,0,0
Z0055,2022,523.0,34,10.0,21.6,,0,0,0
Z0055,2023,293.5,14,10.7,20.8,,0,0,0
Z0055,2024,480.9,30,22.3,43.9,,0,0,0
Z0056,2015,502.2,39,10.0,14.2,,0,0,0
Z0056,2016,457.9,36,10.0,14.9,,0,0,0
Z0056,2017,397.8,26,10.3,18.1,,0,0,0
Z0056,2018,504.4,30,76.3,148.2,,0,0,0
Z0056,2019,529.5,33,17.3,23.6,,1,9,0
Z0056,2020,493.9,29,14.2,18.8,,0,0,0
Z0056,2021,284.7,24,20.3,28.4,,0,0,0
Z0056,2022,515.5,34,12.3,15.6,,0,0,0
Z0056,2023,376.8,31,23.3,43.6,,0,0,0
Z0056,2024,530.2,34,10.8,15.2,,0,0,0
Z0057,2015,395.6,20,22.2,46.0,,1,1,0
Z0057,2016,278.8,13,10.0,13.6,,0,0,0
Z0057,2017,442.1,31,71.8,134.4,,1,2,0
Z0057,2018,320.0,21,10.0,19.9,,1,6,0
Z0057,2019,430.4,31,42.8,88.6,,1,1,0
Z0057,2020,787.9,62,37.2,68.1,,1,4,0
Z0057,2021,421.5,34,19.6,29.9,,0,0,0
Z0057,2022,301.1,27,11.0,13.7,,1,7,0
Z0057,2023,353.7,27,12.9,22.1,,1,2,0
Z0057,2024,490.2,29,10.0,20.1,,1,5,0
Z0058,2015,330.9,25,24.0,32.3,,1,4,0
Z0058,2016,524.3,36,22.4,45.7,,1,2,0
Z0058,2017,418.1,32,12.8,20.1,,0,0,0
Z0058,2018,326.2,24,33.9,50.8,,0,0,0
Z0058,2019,432.5,30,41.3,77.1,,1,8,0
Z0058,2020,616.8,42,10.0,19.3,,1,8,0
Z0058,2021,458.9,38,19.0,36.9,,1,3,0
Z0058,2022,526.7,41,19.4,39.5,,0,0,0
Z0058,2023,326.2,21,10.0,18.1,,0,0,0
Z0058,2024,482.0,27,25.0,36.5,,1,5,0
Z0059,2015,141.4,10,10.0,12.2,,0,0,0
Z0059,2016,556.8,37,10.0,14.6,,0,0,0
Z0059,2017,392.5,29,10.0,20.2,,0,0,0
Z0059,2018,255.1,16,10.0,14.0,,0,0,0
Z0059,2019,601.6,44,30.4,62.2,,0,0,0
Z0059,2020,630.3,42,14.0,20.9,,0,0,0
Z0059,2021,346.9,25,22.4,38.0,,0,0,0
Z0059,2022,367.5,22,40.5,56.3,,0,0,0
Z0059,2023,585.1,36,31.9,54.0,,1,10,0
Z0059,2024,538.5,34,11.6,14.9,,0,0,0
Z0060,2015,398.4,27,15.0,31.1,,0,0,0
Z0060,2016,459.0,32,27.0,41.7,,0,0,0
Z0060,2017,389.7,22,10.3,16.6,,0,0,0
Z0060,2018,493.6,37,22.1,29.3,,0,0,0
Z0060,2019,375.6,24,48.6,79.5,,1,3,0
Z0060,2020,652.9,42,22.9,30.6,,0,0,0
Z0060,2021,364.5,34,16.7,28.9,,0,0,0
Z0060,2022,591.1,41,16.3,33.9,,1,5,0
Z0060,2023,621.5,43,25.3,47.5,,0,0,0
Z0060,2024,918.6,61,33.0,53.6,,0,0,0
Z0061,2015,404.7,29,12.9,26.5,,0,0,0
Z0061,2016,507.5,33,45.2,67.7,,1,5,0
Z0061,2017,389.3,31,14.7,21.7,,0,0,0
Z0061,2018,361.2,21,27.7,48.4,,1,4,0
Z0061,2019,532.5,38,13.0,20.9,,0,0,0
Z0061,2020,711.2,47,52.7,95.7,,1,4,0
Z0061,2021,432.7,27,32.7,53.7,,1,3,0
Z0061,2022,540.5,35,24.0,51.7,,0,0,0
Z0061,2023,355.5,30,14.9,30.1,,1,12,0
Z0061,2024,444.0,26,24.0,27.5,,0,0,0
Z0062,2015,398.0,31,10.5,39.2,,1,12,0
Z0062,2016,281.4,26,33.5,72.6,,0,0,0
Z0062,2017,428.3,31,10.0,16.5,,0,0,0
Z0062,2018,417.9,28,10.0,12.2,,0,0,0
Z0062,2019,308.4,21,10.0,12.9,,0,0,0
Z0062,2020,380.4,29,11.0,18.7,,0,0,0
Z0062,2021,341.5,24,18.2,24.7,,0,0,0
Z0062,2022,423.5,26,48.4,66.3,,1,8,0
Z0062,2023,458.3,41,10.0,15.1,,0,0,0
Z0062,2024,659.9,50,10.5,20.1,,0,0,0
Z0063,2015,424.6,21,45.5,82.9,,1,9,0
Z0063,2016,410.3,29,36.4,14.0,,1,1,0
Z0063,2017,423.2,20,37.5,79.1,,1,1,0
Z0063,2018,306.4,18,10.6,13.7,,0,0,0
Z0063,2019,536.1,42,43.6,53.3,,0,0,0
Z0063,2020,370.1,29,36.4,62.6,,0,0,0
Z0063,2021,518.2,42,57.4,92.5,,1,12,0
Z0063,2022,410.3,27,18.1,39.6,,0,0,0
Z0063,2023,374.7,19,10.0,19.5,,0,0,0
Z0063,2024,348.6,10,27.4,34.3,,1,3,0
Z0064,2015,292.5,17,21.6,38.0,,0,0,0
Z0064,2016,255.7,18,10.0,19.5,,0,0,0
Z0064,2017,357.3,22,27.7,53.4,,1,14,0
Z0064,2018,306.5,21,16.9,36.9,,0,0,0
Z0064,2019,444.5,32,11.6,17.1,,0,0,0
Z0064,2020,389.3,25,38.8,50.5,,1,14,0
Z0064,2021,496.8,33,10.0,14.0,,1,20,0
Z0064,2022,542.5,47,43.7,64.9,,1,11,0
Z0064,2023,303.2,26,10.0,14.4,,1,32,0
Z0064,2024,812.5,53,12.1,20.1,,0,0,0
Z0065,2015,371.0,25,22.5,12.9,,0,0,0
Z0065,2016,300.1,17,11.7,22.5,,0,0,0
Z0065,2017,364.0,24,26.5,50.9,,0,0,0
Z0065,2018,387.9,24,22.5,39.0,,0,0,0
Z0065,2019,376.7,28,10.0,16.6,,1,12,0
Z0065,2020,602.8,36,14.8,29.4,,0,0,0
Z0065,2021,317.2,18,22.7,33.8,,0,0,0
Z0065,2022,571.3,33,23.4,37.3,,1,14,0
Z0065,2023,412.6,21,20.9,25.9,,0,0,0
Z0065,2024,538.7,39,30.1,64.6,,1,2,0
Z0066,2015,252.2,9,21.0,26.5,,0,0,0
Z0066,2016,363.5,27,12.4,23.6,,1,1,0
Z0066,2017,335.3,20,20.6,30.5,,0,0,0
Z0066,2018,442.0,37,10.0,14.8,,0,0,0
Z0066,2019,498.2,33,31.3,56.3,,0,0,0
Z0066,2020,646.3,48,30.8,59.1,,0,0,0
Z0066,2021,306.6,17,14.5,19.2,,0,0,0
Z0066,2022,397.6,25,25.8,50.7,,0,0,0
Z0066,2023,314.5,15,10.0,21.0,,1,13,0
Z0066,2024,474.2,34,35.7,45.6,,0,0,0
Z0067,2015,431.4,28,10.3,15.4,,0,0,0
Z0067,2016,330.8,26,11.1,19.9,,0,0,0
Z0067,2017,407.6,20,10.1,13.3,,0,0,0
Z0067,2018,225.0,23,10.0,12.5,,0,0,0
Z0067,2019,364.3,24,11.1,40.2,,1,7,0
Z0067,2020,594.8,39,10.9,15.8,,1,7,0
Z0067,2021,510.9,40,15.7,21.5,,1,4,0
Z0067,2022,511.5,34,23.2,48.5,,1,10,0
Z0067,2023,566.3,39,31.1,50.5,,0,0,0
Z0067,2024,458.7,38,12.8,28.1,,1,28,0
Z0068,2015,274.4,15,10.0,19.6,,1,9,0
Z0068,2016,455.4,33,10.0,17.9,,1,2,0
Z0068,2017,393.3,32,10.0,15.3,,0,0,0
Z0068,2018,302.2,20,15.4,23.3,,0,0,0
Z0068,2019,444.3,36,10.0,12.2,,1,7,0
Z0068,2020,452.9,30,44.7,66.6,,1,4,0
Z0068,2021,439.3,26,20.1,35.8,,0,0,0
Z0068,2022,402.7,24,25.9,34.8,,1,16,0
Z0068,2023,361.9,32,13.3,18.2,,0,0,0
Z0068,2024,490.7,31,27.8,58.0,,1,12,0
Z0069,2015,428.9,29,18.2,25.4,,1,12,0
Z0069,2016,329.6,21,13.1,15.8,,0,0,0
Z0069,2017,280.2,17,23.2,34.6,,0,0,0
Z0069,2018,534.3,32,49.8,70.1,,0,0,0
Z0069,2019,489.7,43,29.2,50.4,,0,0,0
Z0069,2020,601.7,46,32.9,58.7,,0,0,0
Z0069,2021,564.1,46,45.7,73.5,,0,0,0
Z0069,2022,421.5,26,10.0,21.8,,0,0,0
Z0069,2023,381.4,32,20.3,41.2,,0,0,0
Z0069,2024,535.8,33,19.4,23.9,,0,0,0
Z0070,2015,321.3,22,11.0,14.2,,0,0,0
Z0070,2016,173.9,10,10.4,15.2,,0,0,0
Z0070,2017,258.0,21,10.0,19.6,,0,0,0
Z0070,2018,295.1,13,28.5,39.5,,0,0,0
Z0070,2019,371.6,25,35.4,53.0,,0,0,0
Z0070,2020,306.3,28,15.5,22.3,,0,0,0
Z0070,2021,305.0,16,10.0,14.3,,0,0,0
Z0070,2022,502.3,33,37.2,61.0,,0,0,0
Z0070,2023,501.6,31,89.5,130.3,,0,0,0
Z0070,2024,407.9,30,25.8,52.0,,1,6,0
Z0071,2015,314.2,21,17.6,26.7,,0,0,0
Z0071,2016,425.5,37,15.7,25.7,,0,0,0
Z0071,2017,157.0,5,10.0,13.6,,0,0,0
Z0071,2018,550.7,43,22.7,40.7,,0,0,0
Z0071,2019,346.1,22,17.6,29.5,,0,0,0
Z0071,2020,693.0,49,26.2,41.6,,0,0,0
Z0071,2021,335.5,22,24.9,37.0,,1,9,0
Z0071,2022,720.2,51,25.7,41.4,,0,0,0
Z0071,2023,425.5,27,34.9,59.4,,1,12,0
Z0071,2024,690.1,48,23.2,36.7,,0,0,0
Z0072,2015,451.9,32,25.1,36.1,,0,0,0
Z0072,2016,559.2,42,17.0,35.5,,0,0,0
Z0072,2017,385.9,27,10.0,13.6,,0,0,0
Z0072,2018,572.5,43,11.6,23.8,,0,0,0
Z0072,2019,184.1,11,10.0,20.4,,0,0,0
Z0072,2020,396.1,29,10.0,21.1,,0,0,0
Z0072,2021,386.3,25,11.6,20.8,,0,0,0
Z0072,2022,434.4,26,10.0,15.5,,0,0,0
Z0072,2023,412.2,30,35.4,77.6,,0,0,0
Z0072,2024,471.4,29,52.8,107.2,,0,0,0
Z0073,2015,320.4,18,10.0,21.8,,0,0,0
Z0073,2016,408.5,29,22.5,32.0,,0,0,0
Z0073,2017,508.9,37,12.5,15.2,,0,0,0
Z0073,2018,408.1,36,22.7,33.9,,0,0,0
Z0073,2019,344.7,17,10.0,20.1,,0,0,0
Z0073,2020,398.3,28,11.0,15.0,,0,0,0
Z0073,2021,408.5,31,14.8,25.3,,0,0,0
Z0073,2022,670.8,44,28.7,50.3,,1,1,0
Z0073,2023,467.0,36,10.0,15.6,,0,0,0
Z0073,2024,542.8,31,37.8,66.4,,0,0,0
Z0074,2015,346.6,27,41.6,67.1,,1,8,0
Z0074,2016,313.3,27,10.0,14.0,,0,0,0
Z0074,2017,271.7,24,10.7,16.6,,0,0,0
Z0074,2018,354.1,17,13.7,26.3,,0,0,0
Z0074,2019,321.9,21,10.5,21.9,,0,0,0
Z0074,2020,524.0,32,22.8,41.1,,1,2,0
Z0074,2021,409.1,26,15.0,20.4,,0,0,0
Z0074,2022,354.1,46,15.7,27.5,,0,0,0
Z0074,2023,432.5,32,15.0,34.5,,1,10,0
Z0074,2024,455.5,32,36.6,55.4,,0,0,0
Z0075,2015,247.1,16,10.0,14.8,,1,5,0
Z0075,2016,315.3,25,13.4,21.4,,0,0,0
Z0075,2017,356.1,28,30.5,50.0,,0,0,0
Z0075,2018,688.2,44,11.0,18.5,,0,0,0
Z0075,2019,414.3,30,19.2,35.0,,0,0,0
Z0075,2020,370.1,25,10.0,21.0,,0,0,0
Z0075,2021,476.6,35,16.3,24.5,,0,0,0
Z0075,2022,693.0,53,19.4,32.2,,0,0,0
Z0075,2023,424.8,31,43.3,87.1,,0,0,0
Z0075,2024,604.7,52,55.7,96.5,,0,0,0
Z0076,2015,514.8,40,15.3,33.3,,0,0,0
Z0076,2016,456.8,40,25.3,48.4,,0,0,0
Z0076,2017,332.9,26,13.2,20.2,,0,0,0
Z0076,2018,450.1,34,11.0,14.8,,0,0,0
Z0076,2019,379.4,24,10.0,20.5,,0,0,0
Z0076,2020,714.8,55,16.3,35.5,,0,0,0
Z0076,2021,349.4,26,10.0,18.5,,0,0,0
Z0076,2022,570.1,44,16.1,28.3,,0,0,0
Z0076,2023,354.4,19,21.3,42.2,,0,0,0
Z0076,2024,490.1,33,12.0,23.9,,0,0,0
Z0077,2015,304.0,15,10.0,19.9,,0,0,0
Z0077,2016,422.9,33,32.6,59.9,,0,0,0
Z0077,2017,387.6,20,13.9,17.7,,0,0,0
Z0077,2018,256.7,14,10.0,20.7,,0,0,0
Z0077,2019,410.5,28,47.5,64.8,,0,0,0
Z0077,2020,466.9,36,17.7,32.1,,1,3,0
Z0077,2021,420.5,26,22.4,39.7,,0,0,0
Z0077,2022,323.4,21,14.1,29.8,,0,0,0
Z0077,2023,388.6,30,11.6,17.6,,0,0,0
Z0077,2024,726.4,46,59.2,104.2,,1,7,0
Z0078,2015,337.1,19,13.3,25.7,,1,1,0
Z0078,2016,419.8,30,10.0,20.1,,0,0,0
Z0078,2017,445.8,30,11.9,21.3,,0,0,0
Z0078,2018,265.6,21,22.0,47.8,,0,0,0
Z0078,2019,364.5,20,14.1,20.9,,0,0,0
Z0078,2020,444.9,32,38.1,77.5,,1,4,0
Z0078,2021,724.0,51,16.8,26.4,,0,0,0
Z0078,2022,411.7,23,10.2,19.0,,0,0,0
Z0078,2023,520.4,33,15.6,34.3,,0,0,0
Z0078,2024,529.4,27,10.6,20.6,,0,0,0
Z0079,2015,393.1,31,10.0,12.1,,1,2,0
Z0079,2016,256.5,21,21.4,35.7,,0,0,0
Z0079,2017,356.5,26,31.6,56.4,,0,0,0
Z0079,2018,421.9,29,24.9,48.7,,0,0,0
Z0079,2019,222.2,5,10.0,19.2,,0,0,0
Z0079,2020,650.1,42,32.1,62.8,,1,2,0
Z0079,2021,496.8,41,20.1,42.7,,0,0,0
Z0079,2022,538.7,36,16.1,28.7,,1,3,0
Z0079,2023,288.9,20,10.0,19.3,,0,0,0
Z0079,2024,452.3,29,33.6,54.4,,1,2,0
Z0080,2015,619.0,51,17.8,32.8,,1,1,0
Z0080,2016,465.3,33,14.9,32.6,,1,1,0
Z0080,2017,240.3,14,15.5,28.1,,1,2,0
Z0080,2018,393.6,25,16.5,28.4,,0,0,0
Z0080,2019,550.7,33,11.9,19.2,,0,0,0
Z0080,2020,611.9,53,13.7,27.9,,0,0,0
Z0080,2021,415.9,28,48.3,66.8,,1,5,0
Z0080,2022,373.5,19,22.5,47.3,,1,4,0
Z0080,2023,281.8,18,19.6,30.3,,1,7,0
Z0080,2024,456.5,33,33.9,42.8,,0,0,0
Z0081,2015,574.8,42,32.4,44.0,,0,0,0
Z0081,2016,468.4,30,17.7,33.6,,0,0,0
Z0081,2017,432.4,37,44.4,92.7,,1,6,0
Z0081,2018,432.1,26,28.4,53.0,,0,0,0
Z0081,2019,397.6,30,12.0,19.5,,0,0,0
Z0081,2020,563.1,32,36.2,69.9,,1,4,0
Z0081,2021,357.1,24,11.8,15.0,,0,0,0
Z0081,2022,505.1,40,63.0,112.6,,0,0,0
Z0081,2023,301.8,21,10.4,16.2,,0,0,0
Z0081,2024,468.9,31,50.2,64.0,,0,0,0
Z0082,2015,374.6,32,14.5,29.8,,1,3,0
Z0082,2016,482.5,33,44.5,69.3,,1,13,0
Z0082,2017,251.7,20,28.2,51.1,,0,0,0
Z0082,2018,475.7,31,29.1,47.6,,1,3,0
Z0082,2019,347.4,25,21.0,30.0,,1,4,0
Z0082,2020,490.9,36,35.2,56.2,,1,5,0
Z0082,2021,258.0,23,10.0,19.6,,0,0,0
Z0082,2022,455.7,28,20.0,42.2,,1,2,0
Z0082,2023,395.4,20,26.7,39.6,,1,4,0
Z0082,2024,519.9,39,12.5,21.6,,1,4,0
Z0083,2015,461.0,31,39.5,48.3,,0,0,0
Z0083,2016,384.6,27,13.8,20.5,,0,0,0
Z0083,2017,350.6,29,10.0,13.1,,0,0,0
Z0083,2018,464.3,31,23.3,32.8,,0,0,0
Z0083,2019,499.3,32,89.0,133.6,,0,0,0
Z0083,2020,673.0,52,35.5,65.5,,0,0,0
Z0083,2021,461.0,19,14.4,26.4,,0,0,0
Z0083,2022,593.7,39,25.9,42.8,,0,0,0
Z0083,2023,330.8,24,10.0,17.0,,0,0,0
Z0083,2024,457.7,31,14.7,32.0,,0,0,0
Z0084,2015,378.5,32,40.9,65.5,,1,1,0
Z0084,2016,350.1,26,15.4,29.3,,0,0,0
Z0084,2017,385.2,25,10.0,14.7,,0,0,0
Z0084,2018,497.9,30,15.8,29.5,,1,12,0
Z0084,2019,268.0,16,10.0,17.3,,1,21,0
Z0084,2020,624.6,43,15.1,25.7,,1,16,0
Z0084,2021,538.5,37,59.7,91.2,,1,11,0
Z0084,2022,569.7,47,55.4,105.4,,1,5,0
Z0084,2023,341.1,22,10.0,20.2,,1,5,0
Z0084,2024,682.9,51,47.2,57.0,,1,9,0
Z0085,2015,332.6,28,42.8,76.3,,0,0,0
Z0085,2016,460.7,33,10.0,19.1,,1,1,0
Z0085,2017,461.4,30,25.1,44.4,,0,0,0
Z0085,2018,451.4,30,22.3,31.6,,0,0,0
Z0085,2019,498.9,35,41.6,90.6,,1,8,0
Z0085,2020,453.2,29,26.9,37.1,,1,9,0
Z0085,2021,221.4,11,10.0,19.9,,0,0,0
Z0085,2022,573.2,40,81.7,102.8,,1,1,0
Z0085,2023,572.2,38,19.3,26.4,,1,1,0
Z0085,2024,587.9,44,29.4,46.2,,0,0,0
Z0086,2015,498.9,33,15.7,24.9,,0,0,0
Z0086,2016,325.0,15,22.5,31.7,,1,24,0
Z0086,2017,389.8,24,36.5,78.9,,1,18,0
Z0086,2018,425.1,26,27.6,48.2,,1,8,0
Z0086,2019,470.9,29,10.7,22.9,,1,18,0
Z0086,2020,496.5,38,10.0,18.6,,0,0,0
Z0086,2021,341.5,22,24.7,50.6,,1,3,0
Z0086,2022,685.9,51,42.5,55.5,,1,6,0
Z0086,2023,289.2,20,11.8,20.2,,1,12,0
Z0086,2024,578.0,30,27.8,50.1,,0,0,0
Z0087,2015,578.0,53,41.3,87.8,,1,3,0
Z0087,2016,325.4,20,10.0,13.6,,1,2,0
Z0087,2017,343.3,26,20.7,33.5,,1,19,0
Z0087,2018,478.8,33,29.2,39.6,,1,6,0
Z0087,2019,440.9,28,10.8,17.6,,0,0,0
Z0087,2020,333.5,29,20.2,32.7,,0,0,0
Z0087,2021,578.4,44,29.9,40.6,,1,5,0
Z0087,2022,713.1,43,23.9,32.8,,1,29,0
Z0087,2023,367.0,26,10.0,16.5,,0,0,0
Z0087,2024,385.1,25,20.9,44.4,,0,0,0
Z0088,2015,628.1,48,10.0,13.4,,1,6,0
Z0088,2016,493.2,42,10.0,17.6,,1,14,0
Z0088,2017,320.4,32,20.4,30.7,,0,0,0
Z0088,2018,616.6,45,23.5,33.6,,1,8,0
Z0088,2019,323.3,16,22.7,34.8,,1,1,0
Z0088,2020,600.2,37,10.0,14.7,,1,2,0
Z0088,2021,495.0,35,26.3,37.8,,1,3,0
Z0088,2022,312.3,24,36.1,49.0,,0,0,0
Z0088,2023,380.7,23,15.7,24.6,,0,0,0
Z0088,2024,331.7,22,25.9,47.2,,1,2,0
Z0089,2015,305.7,16,15.8,26.5,,0,0,0
Z0089,2016,362.3,27,12.6,25.8,,0,0,0
Z0089,2017,368.0,19,12.8,22.5,,0,0,0
Z0089,2018,517.1,39,10.0,14.8,,0,0,0
Z0089,2019,357.6,28,21.3,45.7,,1,6,0
Z0089,2020,479.4,41,12.4,22.2,,0,0,0
Z0089,2021,432.7,23,22.3,31.0,,1,7,0
Z0089,2022,520.7,39,31.2,37.9,,0,0,0
Z0089,2023,383.6,27,18.0,30.5,,0,0,0
Z0089,2024,573.5,40,62.7,100.2,,1,15,0
Z0090,2015,249.1,17,12.6,19.5,,0,0,0
Z0090,2016,340.4,23,27.2,42.6,,1,7,0
Z0090,2017,497.3,42,11.2,24.0,,0,0,0
Z0090,2018,448.6,33,24.8,38.0,,1,7,0
Z0090,2019,352.5,22,34.8,63.4,,1,3,0
Z0090,2020,263.1,20,10.0,13.3,,1,13,0
Z0090,2021,646.8,53,63.4,109.5,,1,16,0
Z0090,2022,520.4,46,16.6,32.9,,1,26,0
Z0090,2023,378.0,32,23.9,30.4,,0,0,0
Z0090,2024,821.4,61,12.8,25.8,,1,1,0
Z0091,2015,543.7,42,38.1,77.8,,1,2,0
Z0091,2016,408.8,30,18.8,34.7,,0,0,0
Z0091,2017,322.9,22,10.0,12.8,,1,5,0
Z0091,2018,459.3,31,13.8,29.6,,1,3,0
Z0091,2019,371.7,27,13.9,22.6,,1,3,0
Z0091,2020,837.0,59,24.9,34.4,,1,4,0
Z0091,2021,498.7,46,24.8,41.7,,1,5,0
Z0091,2022,482.9,27,49.4,74.0,,1,4,0
Z0091,2023,449.8,30,23.6,45.7,,1,4,0
Z0091,2024,552.3,38,23.1,45.7,,1,2,0
Z0092,2015,494.7,25,19.1,26.0,,1,34,0
Z0092,2016,523.4,47,33.9,46.5,,1,38,0
Z0092,2017,406.3,27,20.1,29.2,,0,0,0
Z0092,2018,544.6,42,13.9,22.0,,1,4,0
Z0092,2019,494.7,36,10.3,16.7,,1,14,0
Z0092,2020,623.8,47,38.5,84.2,,1,20,0
Z0092,2021,442.1,29,48.4,58.6,,1,5,0
Z0092,2022,819.5,53,34.0,57.6,,1,24,0
Z0092,2023,479.5,29,10.0,15.3,,1,6,0
Z0092,2024,378.0,21,23.0,42.0,,0,0,0
Z0093,2015,322.5,22,10.0,17.8,,0,0,0
Z0093,2016,465.6,31,10.0,14.0,,1,5,0
Z0093,2017,296.3,20,18.9,41.0,,1,1,0
Z0093,2018,407.2,29,25.9,34.5,,0,0,0
Z0093,2019,430.0,27,18.9,49.4,,1,7,0
Z0093,2020,505.7,37,22.4,39.2,,1,14,0
Z0093,2021,331.2,24,10.0,15.4,,0,0,0
Z0093,2022,505.9,37,22.7,46.3,,1,7,0
Z0093,2023,477.4,32,35.0,50.4,,0,0,0
Z0093,2024,476.0,35,13.7,28.9,,1,3,0
Z0094,2015,306.7,23,10.0,18.8,,0,0,0
Z0094,2016,277.0,25,10.0,12.7,,0,0,0
Z0094,2017,283.0,15,12.0,23.6,,0,0,0
Z0094,2018,599.3,39,15.4,23.5,,0,0,0
Z0094,2019,508.2,37,17.2,32.2,,0,0,0
Z0094,2020,483.5,38,23.7,50.3,,1,14,0
Z0094,2021,422.0,30,16.6,25.7,,0,0,0
Z0094,2022,677.5,43,58.4,92.8,,0,0,0
Z0094,2023,589.0,52,20.8,44.0,,0,0,0
Z0094,2024,483.5,32,10.0,14.9,,1,17,0
Z0095,2015,374.8,24,25.0,51.2,,0,0,0
Z0095,2016,596.5,40,21.7,28.2,,0,0,0
Z0095,2017,407.7,33,10.0,21.5,,0,0,0
Z0095,2018,353.9,22,33.6,53.7,,0,0,0
Z0095,2019,334.5,27,16.9,34.5,,0,0,0
Z0095,2020,668.4,49,13.1,24.0,,0,0,0
Z0095,2021,304.6,22,10.8,15.1,,0,0,0
Z0095,2022,540.2,36,33.1,71.7,,0,0,0
Z0095,2023,419.2,25,31.8,61.1,,0,0,0
Z0095,2024,568.8,35,46.0,94.4,,0,0,0
Z0096,2015,265.3,21,17.2,36.3,,0,0,0
Z0096,2016,420.5,26,24.0,30.8,,0,0,0
Z0096,2017,464.9,34,51.3,72.0,,0,0,0
Z0096,2018,343.7,26,21.1,30.3,,0,0,0
Z0096,2019,417.7,35,21.9,43.1,,0,0,0
